uni_name,uni_cd_name,department_name,qs_world_rank,us_news_rank_world,us_rank,law_school_rank_us,business_school_rank_us,medicine_school_rank_us,medicine_school_rank_us,gpa,gre,toefl,ielts,gmat,ctry_cd,number_of_applications,number_of_admissions
Rutgers University,RUTGERS,Edward J. Bloustein School of Planning and Public Policy,,,,,,,,0,0,0,,,,0,0
Rutgers University,RUTGERS,School of Communication and Information,,,,,,,,0,0,0,,,,0,0
University of Nottingham,NOTTINGHAM,General,,,,,,,,"3,39",314,90,,,,154,143
University of Gothenburg,GU.SE,General,,,,,,,,"3,2",334,104,,,,7,3
University of Liverpool,LIVERPOOL,General,,,,,,,,"3,52",310,90,,,,36,34
"Texas A&M University, College Station",TAMU,General,,,,,,,,"3,66",323,102,,,,2325,1750
"Texas A&M University, College Station",TAMU,College of Engineering,,,,,,,,"3,65",323,103,,,,293,217
"Texas A&M University, College Station",TAMU,Mays Business School,,,,,,,,"3,49",321,100,,,,10,9
"Texas A&M University, College Station",TAMU,College of Science,,,,,,,,"3,83",323,102,,,,13,8
"Texas A&M University, College Station",TAMU,College of Geosciences,,,,,,,,"3,7",319,114,,,,1,1
"Texas A&M University, College Station",TAMU,College of Architecture,,,,,,,,"3,24",319,100,,,,1,1
University of Hamburg,UNI-HAMBURG.DE,General,,,,,,,,0,0,0,,,,0,0
University of Basel,UNIBAS. CH,General,,,,,,,,0,0,0,,,,0,0
"Indiana University, Bloomington",IUB,General,,,,,,,,"3,6",323,104,,,,408,353
"Indiana University, Bloomington",IUB,"Luddy School of Informatics, Computing, and Engineering",,,,,,,,"3,57",322,104,,,,45,42
"Indiana University, Bloomington",IUB,COLLEGE OF ARTS & SCIENCES,,,,,,,,"3,68",319,94,,,,2,2
"Indiana University, Bloomington",IUB,School of Education,,,,,,,,0,0,0,,,,0,0
"Indiana University, Bloomington",IUB,KELLEY SCHOOL OF BUSINESS,,,,,,,,0,0,0,,,,1,1
"Indiana University, Bloomington",IUB,School of Public Health,,,,,,,,0,0,0,,,,1,1
Case Western Reserve University,CASE,General,,,,,,,,"3,4",320,100,,,,499,419
Case Western Reserve University,CASE,College of Arts and Sciences,,,,,,,,"3,93",0,0,,,,1,1
Case Western Reserve University,CASE,Case School of Engineering,,,,,,,,"3,29",321,101,,,,63,56
Case Western Reserve University,CASE,School of Management,,,,,,,,"3,37",320,101,,,,15,15
Case Western Reserve University,CASE,School of Medicine,,,,,,,,"3,2",324,93,,,,1,1
Case Western Reserve University,CASE,Frances Payne Bolton School of Nursing,,,,,,,,"3,65",328,104,,,,1,1
University of Exeter,EXETER.UK,General,,,,,,,,"3,23",312,94,,,,60,56
Cardiff University,CARDIFF.UK,General,,,,,,,,"3,4",319,90,,,,137,133
Arizona State University,ASU,General,,,,,,,,"3,51",321,100,,,,1005,886
Arizona State University,ASU,Ira A. Fulton Schools of Engineering,,,,,,,,"3,53",321,101,,,,153,140
Arizona State University,ASU,W. P. Carey School of Business,,,,,,,,"3,38",315,99,,,,15,14
Arizona State University,ASU,The College of Liberal Arts and Sciences,,,,,,,,"3,33",323,107,,,,7,5
Newcastle University,NCL,General,,,,,,,,"3,39",316,93,,,,105,103
University of Milan,UNIMI.IT,General,,,,,,,,0,0,0,,,,0,0
University of Montreal,UMONTREAL.CA,General,,,,,,,,"3,67",328,105,,,,9,9
"University of Massachusetts, Amherst",UMASS,General,,,,,,,,"3,64",323,103,,,,836,539
"University of Massachusetts, Amherst",UMASS,College of Natural Sciences,,,,,,,,"3,39",321,98,,,,12,10
"University of Massachusetts, Amherst",UMASS,College of Engineering,,,,,,,,"3,58",319,99,,,,30,24
"University of Massachusetts, Amherst",UMASS,College of Information & Computer Sciences,,,,,,,,"3,64",324,104,,,,130,85
"University of Massachusetts, Amherst",UMASS,School of Public Health & Health Sciences,,,,,,,,"3,38",323,105,,,,12,8
"University of Massachusetts, Amherst",UMASS,College of Education,,,,,,,,0,0,0,,,,0,0
Curtin University,CURTIN. AU,General,,,,,,,,0,0,0,,,,0,0
University of Warwick,WARWICK.UK,General,,,,,,,,"3,55",321,100,,,,403,306
University of Gottingen,UNI-GOETTINGEN.DE,General,,,,,,,,0,0,0,,,,0,0
Oregon Health and Science University,OHSU,General,,,,,,,,"3,5",,90,,,,2,2
Technical university of denmark,DTU. DK,General,,,,,,,,"3,5",320,100,,,,263,235
University of Utah,UTAH,General,,,,,,,,"3,5",322,102,,,,405,321
University of Utah,UTAH,School of Computing,,,,,,,,"3,45",321,103,,,,73,64
University of Utah,UTAH,College of Engineering,,,,,,,,"3,62",322,104,,,,16,15
University of Utah,UTAH,COLLEGE OF MINES AND EARTH SCIENCES,,,,,,,,0,0,0,,,,0,0
University of Utah,UTAH,School of Business,,,,,,,,"3,29",315,95,,,,4,3
Delft University of Technology,TUDELFT,General,,,,,,,,"3,68",323,100,,,,767,631
Delft University of Technology,TUDELFT,"Faculty of Electrical Engineering, Mathematics and Computer Science",,,,,,,,"3,8",324,104,,,,85,61
Delft University of Technology,TUDELFT,Faculty of Civil Engineering and Geosciences.,,,,,,,,"3,36",0,0,,,,1,1
Delft University of Technology,TUDELFT,Faculty of Applied Sciences,,,,,,,,"3,55",331,110,,,,3,2
Delft University of Technology,TUDELFT,"Faculty of Mechanical, Maritime and Materials Engineering",,,,,,,,"3,75",319,101,,,,5,4
Delft University of Technology,TUDELFT,Faculty of Architecture and the Built Environment,,,,,,,,0,0,0,,,,2,2
Delft University of Technology,TUDELFT,"Technology, Policy and Management",,,,,,,,"3,65",328,106,,,,1,1
University of Rochester,ROCHESTER,General,,,,,,,,"3,6",324,103,,,,1359,1077
University of Rochester,ROCHESTER,Department of Computer Science,,,,,,,,"3,62",324,103,,,,83,49
University of Rochester,ROCHESTER,Department of Electrical and Computer Engineering,,,,,,,,"3,47",321,103,,,,33,30
University of Rochester,ROCHESTER,School of Medicine & Dentistry,,,,,,,,"3,7",328,108,,,,9,7
University of Rochester,ROCHESTER,Simon Business School,,,,,,,,"3,6",324,105,,,,86,83
University of Rochester,ROCHESTER,HAJIM SCHOOL OF ENGINEERING & APPLIED SCIENCES,,,,,,,,"3,7",323,103,,,,28,23
University of Rochester,ROCHESTER,SCHOOL OF ARTS & SCIENCES,,,,,,,,"3,68",324,105,,,,68,59
Queensland University of Technology,QUT. AU,General,,,,,,,,0,0,0,,,,1,1
Tel Aviv University,TAU. IL,General,,,,,,,,0,0,0,,,,0,0
University of Calgary,UCALGARY,General,,,,,,,,"3,5",321,100,,,,139,105
University of Sussex,SUSSEX.UK,General,,,,,,,,0,0,0,,,,0,0
University of Freiburg,UNI-FREIBURG.DE,General,,,,,,,,0,0,0,,,,0,0
Rice University,RICE,General,,,,,,,,"3,78",325,104,,,,3220,2077
Rice University,RICE,George R. Brown School of Engineering,,,,,,,,"3,79",325,105,,,,998,675
Rice University,RICE,Electrical and Computer Engineering,,,,,,,,0,0,0,,,,0,0
Rice University,RICE,Department of Statistics,,,,,,,,0,0,0,,,,0,0
Rice University,RICE,Materials Science and NanoEngineering,,,,,,,,0,0,0,,,,1,1
Rice University,RICE,Mechanical Engineering,,,,,,,,0,0,0,,,,0,0
Rice University,RICE,Wiess School of Natural Sciences,,,,,,,,"3,78",320,100,,,,8,6
University of Iowa,UIOWA,General,,,,,,,,"3,65",321,103,,,,126,90
University of Lausanne,UNIL. CH,General,,,,,,,,0,0,0,,,,0,0
Lancaster University,LANCASTER.UK,General,,,,,,,,"3,5",320,100,,,,105,98
Eberhard Karls University of Tubingen,UNI-TUEBINGEN.DE,General,,,,,,,,0,0,0,,,,0,0
University of California--Riverside,UCR,General,,,,,,,,"3,5",321,100,,,,510,434
University of California--Riverside,UCR,Marlan and Rosemary Bourns College of Engineering,,,,,,,,"3,4",318,100,,,,97,86
University of California--Riverside,UCR,College of Natural and Agricultural Sciences,,,,,,,,"3,65",318,101,,,,13,12
University of California--Riverside,UCR,School of Business,,,,,,,,0,0,0,,,,0,0
University of Wollongong,UOW. AU,General,,,,,,,,0,0,0,,,,0,0
Dresden University of Technology,TU-DRESDEN.DE,General,,,,,,,,0,0,0,,,,0,0
University of Grenoble,UNIV-GRENOBLE-ALPES.FR,General,,,,,,,,0,0,0,,,,0,0
Maastricht University,MAASTRICHTUNIVERSITY.NL,General,,,,,,,,"3,49",315,100,,,,80,74
University of Waterloo,UWATERLOO,General,,,,,,,,"3,73",324,103,,,,1088,775
University of Waterloo,UWATERLOO,David R. Cheriton School of Computer Science,,,,,,,,0,0,0,,,,0,0
University of Waterloo,UWATERLOO,Faculty of Mathematics,,,,,,,,"3,87",325,107,,,,128,76
University of Waterloo,UWATERLOO,Faculty of Engineering,,,,,,,,"3,7",324,103,,,,171,125
Macquarie University,MQ. AU,General,,,,,,,,0,0,0,,,,0,0
Northeastern University,NEU,General,,,,,,,,"3,56",322,102,,,,6916,5674
Northeastern University,NEU,Khoury College of Computer Sciences,,,,,,,,"3,65",324,105,,,,1341,1022
Northeastern University,NEU,College of Engineering,,,,,,,,"3,4",321,100,,,,784,740
Northeastern University,NEU,College of Science,,,,,,,,"3,25",321,98,,,,15,15
Northeastern University,NEU,D'Amore-McKim School of Business,,,,,,,,"3,6",321,107,,,,18,18
Northeastern University,NEU,"College of Arts, Media and Design",,,,,,,,"3,48",321,107,,,,21,20
Northeastern University,NEU,College of Professional Studies,,,,,,,,"3,3",320,100,,,,20,19
Northeastern University,NEU,College of Social Sciences and Humanities,,,,,,,,0,0,0,,,,1,0
Pompeu Fabra University,UPF,General,,,,,,,,"3,46",,90,,,,2,1
RWTH Aachen University,RWTH,General,,,,,,,,"3,68",320,100,,,,68,41
University of Bergen,UIB.NO,General,,,,,,,,0,0,0,,,,0,0
University of Lisbon,ULISBOA.PT,General,,,,,,,,0,0,0,,,,0,0
National Taiwan University,NTU. TW,General,,,,,,,,0,0,0,,,,0,0
University of Cincinnati,CINCINNATI,General,,,,,,,,"3,5",324,101,,,,43,39
Griffith University,GRIFFITHCOLLEGE. AU,General,,,,,,,,0,0,0,,,,0,0
"State University of New York, Stony Brook",STONYBROOK,General,,,,,,,,"3,54",322,101,,,,870,671
"State University of New York, Stony Brook",STONYBROOK,College of  Engineering and Applied Sciences,,,,,,,,"3,6",322,103,,,,128,97
"State University of New York, Stony Brook",STONYBROOK,Renaissance School of Medicine,,,,,,,,0,0,0,,,,0,0
"State University of New York, Stony Brook",STONYBROOK,College of Arts and Sciences,,,,,,,,"3,39",319,101,,,,3,3
University of Vienna,UNIVIE. AT,General,,,,,,,,0,0,0,,,,0,0
Chicago State University,CSU,General,,,,,,,,0,0,0,,,,0,0
RMIT University,RMIT. AU,General,,,,,,,,"3,45",308,90,,,,33,32
King Saud University,KSU.SA,General,,,,,,,,0,0,0,,,,0,0
University of Ottawa,OTTAWA,General,,,,,,,,"3,6",323,100,,,,489,364
"Trinity College Dublin, University of Dublin",TCD. IE,General,,,,,,,,"3,65",322,100,,,,5,5
Trinity College,TRINCOLL,General,,,,,,,,"3,5",317,100,,,,47,44
University of Leicester,LE.UK,General,,,,,,,,"3,29",316,90,,,,25,24
Deakin University,DEAKIN. AU,General,,,,,,,,0,0,0,,,,0,0
University of Munster,UNI-MUENSTER.DE,General,,,,,,,,0,0,0,,,,0,0
University of Antwerp,UANTWERPEN.BE,General,,,,,,,,0,0,0,,,,0,0
University of Tennessee,UTK,General,,,,,,,,"3,67",320,100,,,,74,56
Karlsruhe Institute of Technology,KIT,General,,,,,,,,"3,15",,90,,,,5,4
Universiti Malaya,UM. MY,General,,,,,,,,0,0,0,,,,1,1
North Carolina State University,NCSU,General,,,,,,,,"3,6",322,102,,,,1514,1165
North Carolina State University,NCSU,Department of Electrical and Computer Engineering,,,,,,,,"3,5",320,102,,,,38,37
North Carolina State University,NCSU,College of Engineering,,,,,,,,"3,57",323,102,,,,116,97
North Carolina State University,NCSU,Department of Mechanical and Aerospace Engineering,,,,,,,,0,0,0,,,,0,0
North Carolina State University,NCSU,The Graduate School,,,,,,,,"3,7",331,103,,,,10,6
North Carolina State University,NCSU,Department of Mathematics,,,,,,,,"3,62",326,104,,,,14,13
North Carolina State University,NCSU,Department of Statistics,,,,,,,,"3,77",324,103,,,,29,20
North Carolina State University,NCSU,"Department of Civil, Construction, and Environmental Engineering",,,,,,,,"3,24",319,100,,,,1,1
North Carolina State University,NCSU,Bioinformatics Research Center,,,,,,,,"3,7",321,101,,,,2,1
North Carolina State University,NCSU,Poole College of Management,,,,,,,,"3,53",320,104,,,,1,1
Autonomous University of Madrid,UAM.ES,General,,,,,,,,0,0,0,,,,0,0
"University of Newcastle, Australia",NEWCASTLE. AU,General,,,,,,,,0,0,0,,,,0,0
London School of Economics and Political Science,LSE,General,,,,,,,,"3,8",327,108,,,,769,516
London School of Economics and Political Science,LSE,Department of Statistics,,,,,,,,"3,77",325,109,,,,13,11
London School of Economics and Political Science,LSE,Department of Economics,,,,,,,,"3,8",0,0,,,,2,1
London School of Economics and Political Science,LSE,Department of Finance,,,,,,,,"3,9",330,113,,,,23,18
London School of Economics and Political Science,LSE,Department of Management,,,,,,,,"3,78",328,114,,,,3,2
London School of Economics and Political Science,LSE,Department of Mathematics,,,,,,,,"3,87",327,105,,,,20,12
London School of Economics and Political Science,LSE,Department of Accounting,,,,,,,,"3,74",315,99,,,,1,1
London School of Economics and Political Science,LSE,Department of Methodology,,,,,,,,0,0,0,,,,0,0
University College Dublin,UCD. IE,General,,,,,,,,"3,45",323,100,,,,72,67
Goethe University Frankfurt,UNI-FRANKFURT.DE,General,,,,,,,,0,0,0,,,,0,0
Tufts University,TUFTS,General,,,,,,,,"3,53",323,102,,,,785,629
Tufts University,TUFTS,School of Engineering,,,,,,,,"3,5",322,102,,,,166,141
Tufts University,TUFTS,School of Arts and Sciences,,,,,,,,"3,6",324,109,,,,6,6
Tufts University,TUFTS,Graduate School of Arts and Sciences,,,,,,,,"3,57",325,102,,,,47,44
Tufts University,TUFTS,Friedman School of Nutrition Science and Policy,,,,,,,,0,0,0,,,,1,1
KTH Royal Institute of Technology,KTH.SE,General,,,,,,,,"3,6",321,100,,,,427,401
Florida State University,FSU,General,,,,,,,,"3,55",321,102,,,,226,205
Florida State University,FSU,College of Arts and Sciences,,,,,,,,"3,57",322,103,,,,18,17
Florida State University,FSU,College of Communication and Information,,,,,,,,"3,1",319,93,,,,2,1
Hebrew University of Jerusalem,HUJI. IL,General,,,,,,,,0,0,0,,,,0,0
Johannes Gutenberg University of Mainz,UNI-MAINZ.DE,General,,,,,,,,0,0,0,,,,0,0
Ecole Normale Superieure de Cachan,ENS.FR,General,,,,,,,,0,0,0,,,,0,0
University of Cologn,UNI-KOELN.DE,General,,,,,,,,"3,77",0,0,,,,1,1
University of Porto,UP.PT,General,,,,,,,,0,0,0,,,,0,0
University of Otago,OTAGO. NZ,General,,,,,,,,0,0,0,,,,0,0
University of Illinois at Chicago,UIC,General,,,,,,,,"3,54",322,100,,,,130,111
University of Illinois at Chicago,UIC,College of Engineering,,,,,,,,"3,27",322,99,,,,10,10
University of Illinois at Chicago,UIC,College of Business Administration,,,,,,,,"3,9",310,87,,,,2,2
University of Illinois at Chicago,UIC,College of Liberal Arts and Sciences,,,,,,,,0,0,0,,,,0,0
University of Miami,MIAMI,General,,,,,,,,"3,5",320,102,,,,132,123
University of Miami,MIAMI,College of Engineering,,,,,,,,0,0,105,,,,2,2
University of Miami,MIAMI,College of Arts and Sciences,,,,,,,,"3,21",322,104,,,,3,3
University of Miami,MIAMI,Miami Herbert Business School,,,,,,,,"3,52",321,102,,,,14,14
University of Miami,MIAMI,School of Communication,,,,,,,,0,0,0,,,,0,0
University of Oregon,UOREGON,General,,,,,,,,"3,6",321,104,,,,33,24
University of Trento,UNITN.IT,General,,,,,,,,"3,55",329,100,,,,12,9
University of Southern Denmark,SDU. DK,General,,,,,,,,0,0,0,,,,0,0
Dartmouth College,DARTMOUTH,General,,,,,,,,"3,79",326,105,,,,712,449
Dartmouth College,DARTMOUTH,Thayer School of Engineering,,,,,,,,"3,85",327,102,,,,10,7
Dartmouth College,DARTMOUTH,Faculty of Arts & Sciences,,,,,,,,"3,82",327,105,,,,111,73
Dartmouth College,DARTMOUTH,Geisel School of Medicine,,,,,,,,"3,92",323,96,,,,13,11
Sungkyunkwan University,SKKU,General,,,,,,,,0,0,0,,,,0,0
Iowa State University,IOWASTATE,General,,,,,,,,"3,7",322,101,,,,291,238
Virginia Tech,VIRGINIATECH,General,,,,,,,,"3,57",322,101,,,,795,625
Virginia Tech,VIRGINIATECH,College of Engineering,,,,,,,,"3,56",322,101,,,,117,98
Virginia Tech,VIRGINIATECH,College of Science,,,,,,,,"3,81",324,103,,,,12,8
Virginia Tech,VIRGINIATECH,College of Natural Resources and Environment,,,,,,,,0,0,0,,,,0,0
Virginia Tech,VIRGINIATECH,Pamplin College of Business,,,,,,,,"3,35",318,95,,,,7,7
Aalborg University,AAU. DK,General,,,,,,,,"3,21",,99,,,,12,12
Norwegian University of Science And Technology,NTNU.NO,General,,,,,,,,"3,55",317,94,,,,42,24
George Washington University,GWU,General,,,,,,,,"3,48",321,100,,,,1798,1665
George Washington University,GWU,SCHOOL OF BUSINESS,,,,,,,,"3,54",323,100,,,,21,20
George Washington University,GWU,School of Engineering & Applied Science,,,,,,,,"3,4",320,100,,,,188,180
George Washington University,GWU,Columbian College of Arts and Sciences,,,,,,,,"3,5",320,100,,,,56,49
George Washington University,GWU,Milken Institute School of Public Health,,,,,,,,"3,66",327,103,,,,3,3
George Washington University,GWU,Elliott School of International Affairs,,,,,,,,"3,53",0,0,,,,2,2
University of Tasmania,UTAS. AU,General,,,,,,,,0,0,0,,,,0,0
Aalto University,AALTO.FI,General,,,,,,,,"3,6",321,100,,,,298,215
KAIST - Korea Advanced Institute of Science & Technology,KAIST. KR,General,,,,,,,,"3,76",328,107,,,,1,1
Colorado State University,COLORADOSTATE,General,,,,,,,,"3,62",322,100,,,,60,45
Durham University,DURHAM,General,,,,,,,,"3,55",315,100,,,,226,193
University of Aberdeen,ABDN.UK,General,,,,,,,,0,0,0,,,,0,0
Strasbourg University,UNISTRA.FR,General,,,,,,,,0,0,0,,,,0,0
University of York,YORK.UK,General,,,,,,,,"3,56",323,100,,,,239,204
"State University of New York, Buffalo",BUFFALO,General,,,,,,,,"3,4",320,100,,,,664,601
"State University of New York, Buffalo",BUFFALO,School of Engineering and Applied Sciences,,,,,,,,"3,4",322,96,,,,67,57
"State University of New York, Buffalo",BUFFALO,School of Management,,,,,,,,"3,46",318,96,,,,3,3
"State University of New York, Buffalo",BUFFALO,College of Arts and Sciences,,,,,,,,0,0,0,,,,0,0
"State University of New York, Buffalo",BUFFALO,The Graduate School,,,,,,,,"3,32",317,100,,,,5,4
"State University of New York, Buffalo",BUFFALO,School of Public Health and Health Professions,,,,,,,,"3,2",324,98,,,,2,2
"State University of New York, Buffalo",BUFFALO,Jacobs School of Medicine and Biomedical Sciences,,,,,,,,0,0,0,,,,0,0
"State University of New York, Buffalo",BUFFALO,Institute for Computational and Data Sciences,,,,,,,,"3,2",0,106,,,,4,3
Tohoku University,TOHOKU. JP,General,,,,,,,,"3,58",318,101,,,,12,9
Osaka University,OSAKA-U.JP,General,,,,,,,,0,0,0,,,,0,0
Korea University,KOREA. KR,General,,,,,,,,0,0,0,,,,0,0
Vrije Universiteit Brussel,ULB.BE,General,,,,,,,,"3,52",315,100,,,,14,13
Yonsei University,YONSEI. KR,General,,,,,,,,0,0,0,,,,0,0
Queen's University Belfast,QUB.UK,General,,,,,,,,0,0,0,,,,0,0
Politecnico di Milano,POLIMI.IT,General,,,,,,,,"3,5",320,95,,,,352,257
Oregon State University,OREGONSTATE,General,,,,,,,,"3,5",321,101,,,,170,113
University of Western Ontario,UWO,General,,,,,,,,"3,5",323,100,,,,327,227
Santa Clara University,SCU,General,,,,,,,,"3,45",321,101,,,,495,433
Santa Clara University,SCU,SCHOOL OF ENGINEERING,,,,,,,,"3,5",321,100,,,,151,131
Santa Clara University,SCU,LEAVEY SCHOOL OF BUSINESS,,,,,,,,"3,02",318,102,,,,26,25
University of Kansas,KANSAS,General,,,,,,,,"3,52",321,100,,,,45,37
La Trobe University,LATROBE. AU,General,,,,,,,,0,0,0,,,,0,0
Berlin Institute of Technology,TU-BERLIN.DE,General,,,,,,,,0,0,0,,,,0,0
University of Connecticut,UCONN,General,,,,,,,,"3,54",320,101,,,,504,405
University of Connecticut,UCONN,College of Liberal Arts and Sciences,,,,,,,,"3,6",320,100,,,,16,14
University of Connecticut,UCONN,School of Engineering,,,,,,,,"3,73",320,103,,,,5,5
University of Connecticut,UCONN,The Graduate School,,,,,,,,0,0,0,,,,0,0
University of Connecticut,UCONN,School of Business,,,,,,,,"3,54",321,100,,,,7,7
Temple University,TEMPLE,General,,,,,,,,"3,56",319,100,,,,62,58
University of New Mexico,UNM,General,,,,,,,,"3,2",315,88,,,,3,3
Soochow University,SCU. TW,General,,,,,,,,0,0,0,,,,0,0
Dalhousie University,DALHOUSIE,General,,,,,,,,"3,41",320,100,,,,70,50
University of South Florida,USF,General,,,,,,,,"3,54",323,102,,,,114,107
Simon Fraser University,SIMONFRASER,General,,,,,,,,"3,7",325,104,,,,428,332
Simon Fraser University,SIMONFRASER,Faculty of Applied Sciences,,,,,,,,"3,66",325,106,,,,53,44
Simon Fraser University,SIMONFRASER,Faculty of Arts and Social Sciences,,,,,,,,0,0,0,,,,0,0
Simon Fraser University,SIMONFRASER,Centre for Digital Media,,,,,,,,"3,64",0,114,,,,1,1
Simon Fraser University,SIMONFRASER,Faculty of Science,,,,,,,,"3,8",324,105,,,,9,5
Simon Fraser University,SIMONFRASER,Beedie School of Business,,,,,,,,0,0,0,,,,0,0
Simon Fraser University,SIMONFRASER,"Faculty of Communication, Art and Technology",,,,,,,,"3,8",330,103,,,,1,1
Israel Institute of Technology,TECHNION. IL,General,,,,,,,,0,0,0,,,,0,0
University of Notre Dame,NOTREDAME,General,,,,,,,,"3,67",324,104,,,,222,181
University of Notre Dame,NOTREDAME,College of Engineering,,,,,,,,"3,68",323,103,,,,24,20
University of Notre Dame,NOTREDAME,College of Science,,,,,,,,"3,6",325,107,,,,5,5
University of Notre Dame,NOTREDAME,Mendoza College of Business,,,,,,,,"3,7",332,106,,,,7,7
University of Notre Dame,NOTREDAME,College of Arts and Letters,,,,,,,,0,0,0,,,,1,0
University Ulm,UNI-ULM.DE,General,,,,,,,,0,0,0,,,,0,0
University of Georgia,UGA,General,,,,,,,,"3,56",321,100,,,,256,222
University of Victoria,UVIC.CA,General,,,,,,,,"3,5",325,101,,,,174,123
University of Victoria,UVIC.CA,Faculty of Human and Social Development,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Peter B. Gustavson School of Business,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Education,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Engineering,,,,,,,,"3,3",0,100,,,,8,5
University of Victoria,UVIC.CA,Faculty of Social Sciences,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Humanities,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Science,,,,,,,,"3,74",332,109,,,,1,1
University of Victoria,UVIC.CA,Faculty of Law,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Fine Arts,,,,,,,,0,0,0,,,,0,0
University of Victoria,UVIC.CA,Faculty of Engineering and Computer Science,,,,,,,,"3,66",325,101,,,,11,9
University of Victoria,UVIC.CA,Faculty of Graduate Studies,,,,,,,,0,0,0,,,,0,0
Georgetown University,GEORGETOWN,General,,,,,,,,"3,68",324,106,,,,1336,1208
Georgetown University,GEORGETOWN,Georgetown University Medical Center,,,,,,,,"3,55",324,102,,,,20,18
Georgetown University,GEORGETOWN,Graduate School of Arts and Sciences,,,,,,,,"3,7",326,105,,,,117,114
Georgetown University,GEORGETOWN,Department of Computer Science,,,,,,,,"3,65",323,103,,,,61,54
Georgetown University,GEORGETOWN,Department of Economics,,,,,,,,"3,73",324,105,,,,11,9
Georgetown University,GEORGETOWN,Department of Mathematics and Statistics,,,,,,,,"3,7",325,103,,,,9,9
Georgetown University,GEORGETOWN,Biomedical Graduate Education,,,,,,,,"3,2",324,93,,,,1,1
Georgetown University,GEORGETOWN,McCourt School of Public Policy,,,,,,,,"3,77",323,105,,,,7,7
Georgetown University,GEORGETOWN,School of Continuing Studies,,,,,,,,"3,45",335,111,,,,1,1
Georgetown University,GEORGETOWN,Department of Linguistics,,,,,,,,"3,52",322,108,,,,1,1
Washington State University,WSU,General,,,,,,,,"3,6",323,103,,,,70,54
Linkoping University,LIU.SE,General,,,,,,,,0,0,0,,,,0,0
University of East Anglia,UEA.UK,General,,,,,,,,0,0,0,,,,0,0
Nagoya University,EN. JP,General,,,,,,,,"3,48",317,98,,,,21,20
University of Reading,READING.UK,General,,,,,,,,"3,25",319,90,,,,20,20
University Complutense Madrid,UCM.ES,General,,,,,,,,0,0,0,,,,0,0
Chalmers University of Technology,CHALMERS.SE,General,,,,,,,,"3,51",321,100,,,,217,197
Vienna University of Technology,TUWIEN. AT,General,,,,,,,,0,0,0,,,,0,0
University of Dundee,DUNDEE.UK,General,,,,,,,,0,0,0,,,,0,0
Eindhoven University of Technology,TUE,General,,,,,,,,"3,51",322,100,,,,343,309
University of South Carolina,SOUTHCAROLINA,General,,,,,,,,"3,6",320,102,,,,55,52
University of Texas - Dallas,UTD,General,,,,,,,,"3,46",321,100,,,,1434,1334
University of Texas - Dallas,UTD,Naveen Jindal School of Management,,,,,,,,"3,3",320,100,,,,12,9
University of Texas - Dallas,UTD,Erik Jonsson School of Engineering and Computer Science,,,,,,,,"3,42",321,100,,,,196,174
Kyushu University,KYUSHU-U.JP,General,,,,,,,,0,0,0,,,,0,0
University of Delaware,UDEL,General,,,,,,,,"3,54",322,101,,,,319,262
Drexel University,DREXEL,General,,,,,,,,"3,38",320,100,,,,159,140
University of St Andrews,ST-ANDREWS.UK,General,,,,,,,,"3,51",323,100,,,,88,79
Lomonosov Moscow State University,MSU.RU,General,,,,,,,,0,0,0,,,,0,0
University of Kentucky,UKY,General,,,,,,,,"3,5",320,99,,,,48,39
"University of Colorado, Denver",UCDENVER,General,,,,,,,,"3,81",331,106,,,,8,7
Tokyo Institute of Technology,TITECH,General,,,,,,,,"3,62",322,96,,,,15,11
University of South Australia,UNISA. AU,General,,,,,,,,0,0,0,,,,0,0
Umea University,UMU.SE,General,,,,,,,,,,104,,,,1,
University of Surrey,SURREY.UK,General,,,,,,,,0,0,0,,,,0,0
Baylor University,BAYLOR,General,,,,,,,,"3,46",320,97,,,,44,34
Syracuse University,SYRACUSE,General,,,,,,,,"3,46",320,100,,,,1699,1438
Syracuse University,SYRACUSE,School of Information Studies,,,,,,,,"3,3",320,100,,,,30,29
Syracuse University,SYRACUSE,College of Engineering and Computer Science,,,,,,,,"3,48",320,101,,,,226,183
Syracuse University,SYRACUSE,College of Art & Sciences,,,,,,,,"3,07",315,94,,,,1,1
Syracuse University,SYRACUSE,Whitman School of Management,,,,,,,,"3,38",310,99,,,,2,2
Syracuse University,SYRACUSE,S.I. Newhouse School of Public Communications,,,,,,,,0,0,0,,,,0,0
University of Manitoba,MANITOBA.CA,General,,,,,,,,"3,43",318,100,,,,50,24
University of Macau,UMACAU,General,,,,,,,,"3,58",321,100,,,,45,36
Universiti Teknologi Malaysia,UTM. MY,General,,,,,,,,0,0,0,,,,0,0
University of Strathclyde,STRATH.UK,General,,,,,,,,"3,25",315,94,,,,12,12
Polytechnic University of Catalonia,UPC,General,,,,,,,,0,0,0,,,,0,0
Wayne State University,WAYNE,General,,,,,,,,"3,45",101,,,,,1,1
